init_omega completed.
init_props completed.
randomize_u completed
init_profile_ux completed.
#  ite wclock  ts time  resSolver  max(ux) 
1340 1.86892135e+02 2.50058e-03 3.27177e+00 9.86937e-05 1.19336e+02
1350 1.88283988e+02 2.40930e-03 3.29596e+00 9.84053e-05 1.18318e+02
1360 1.89669788e+02 2.29922e-03 3.32007e+00 8.42984e-05 1.11162e+02
1370 1.91072641e+02 2.51855e-03 3.34437e+00 9.92327e-05 1.19503e+02
1380 1.92441854e+02 2.55062e-03 3.36967e+00 9.46180e-05 1.18083e+02
1390 1.93809675e+02 2.38480e-03 3.39411e+00 9.44617e-05 1.22938e+02
1400 1.95213561e+02 2.47229e-03 3.41757e+00 8.84842e-05 1.12715e+02
1410 1.96579925e+02 2.28525e-03 3.44056e+00 9.94719e-05 1.18900e+02
1420 1.97973369e+02 2.42988e-03 3.46483e+00 9.03757e-05 1.12078e+02
1430 1.99354214e+02 2.55074e-03 3.48972e+00 8.85276e-05 1.03591e+02
1440 2.00730350e+02 2.53310e-03 3.51446e+00 9.93769e-05 1.04168e+02
1450 2.02075042e+02 2.64723e-03 3.53899e+00 9.96413e-05 1.12724e+02
1460 2.03426896e+02 2.48009e-03 3.56520e+00 9.11459e-05 1.06829e+02
1470 2.04783266e+02 2.54074e-03 3.59066e+00 9.95909e-05 1.06676e+02
1480 2.06186143e+02 2.77311e-03 3.61718e+00 9.17707e-05 1.03043e+02
1490 2.07523470e+02 2.79289e-03 3.64337e+00 9.99309e-05 1.05240e+02
1500 2.08927034e+02 2.87911e-03 3.67116e+00 8.86571e-05 1.08261e+02
1510 2.10331962e+02 2.81416e-03 3.69896e+00 9.92689e-05 1.01106e+02
1520 2.11732836e+02 2.77116e-03 3.72655e+00 9.64201e-05 9.57509e+01
1530 2.14268861e+02 2.86035e-03 3.75427e+00 9.94512e-05 9.30742e+01
1540 2.15631007e+02 2.74556e-03 3.78327e+00 8.74162e-05 9.31211e+01
1550 2.16978931e+02 2.91306e-03 3.81186e+00 9.50168e-05 1.00100e+02
1560 2.18383134e+02 2.91973e-03 3.84013e+00 9.82841e-05 9.18877e+01
1570 2.19739409e+02 2.87830e-03 3.86831e+00 9.13929e-05 9.20187e+01
1580 2.21147661e+02 3.09436e-03 3.89798e+00 9.80821e-05 9.03214e+01
1590 2.22494070e+02 2.86083e-03 3.92669e+00 9.84771e-05 9.26425e+01
1600 2.23846290e+02 3.11212e-03 3.95695e+00 9.67926e-05 8.79869e+01
1610 2.25201985e+02 3.09815e-03 3.98784e+00 9.82439e-05 8.72258e+01
1620 2.28192303e+02 3.25690e-03 4.01938e+00 8.42154e-05 8.69017e+01
1630 2.32391448e+02 3.02690e-03 4.05003e+00 9.78197e-05 8.42615e+01
1640 2.33712293e+02 3.28984e-03 4.08194e+00 9.69969e-05 8.72003e+01
1650 2.35037490e+02 3.37600e-03 4.11567e+00 8.44199e-05 8.83096e+01
1660 2.36369065e+02 3.40094e-03 4.14998e+00 9.27825e-05 8.96125e+01
1670 2.38333702e+02 3.41831e-03 4.18372e+00 8.60364e-05 8.65413e+01
1680 2.39800862e+02 3.44919e-03 4.21763e+00 8.46726e-05 8.83192e+01
1690 2.41585035e+02 3.15093e-03 4.25082e+00 9.73478e-05 9.00674e+01
1700 2.42888508e+02 2.44237e-03 4.27847e+00 9.17073e-05 9.92060e+01
1710 2.44224090e+02 2.82498e-03 4.30484e+00 9.71862e-05 9.34703e+01
1720 2.45768864e+02 3.29395e-03 4.33633e+00 9.67146e-05 9.37395e+01
1730 2.47292750e+02 3.25025e-03 4.36866e+00 9.01404e-05 9.55520e+01
1740 2.48682645e+02 3.10249e-03 4.39992e+00 9.95079e-05 9.84359e+01
1750 2.50067872e+02 3.08505e-03 4.43046e+00 9.32949e-05 9.56562e+01
1760 2.51484918e+02 3.19843e-03 4.46084e+00 9.66713e-05 1.00453e+02
1770 2.52864024e+02 3.04963e-03 4.49240e+00 8.98442e-05 9.62985e+01
1780 2.54249616e+02 3.08981e-03 4.52308e+00 9.32024e-05 9.64012e+01
1790 2.55630799e+02 2.92927e-03 4.55360e+00 9.70674e-05 9.88126e+01
1800 2.57044169e+02 2.82335e-03 4.58260e+00 9.44336e-05 1.08508e+02
1810 2.58719359e+02 2.85590e-03 4.61157e+00 9.88991e-05 1.05993e+02
1820 2.60186313e+02 2.63886e-03 4.63867e+00 9.44006e-05 1.07232e+02
1830 2.61856460e+02 2.59644e-03 4.66511e+00 9.51605e-05 1.06569e+02
1840 2.63383636e+02 2.49064e-03 4.69166e+00 9.87052e-05 1.08786e+02
1850 2.64753289e+02 2.54450e-03 4.71686e+00 8.91074e-05 1.19399e+02
1860 2.66146879e+02 2.42841e-03 4.74065e+00 8.93969e-05 1.12943e+02
1870 2.67502696e+02 2.68234e-03 4.76498e+00 9.87339e-05 1.16202e+02
1880 2.68868089e+02 2.63864e-03 4.79113e+00 8.63459e-05 1.02849e+02
1890 2.70231824e+02 2.71547e-03 4.81781e+00 9.01515e-05 1.10942e+02
1900 2.71582752e+02 2.63374e-03 4.84550e+00 9.55342e-05 1.10139e+02
1910 2.72935228e+02 2.75181e-03 4.87290e+00 9.63696e-05 1.02625e+02
1920 2.74286025e+02 2.85902e-03 4.90105e+00 8.59397e-05 1.00929e+02
1930 2.75632846e+02 2.81535e-03 4.92948e+00 9.26178e-05 1.06830e+02
1940 2.76983874e+02 2.83067e-03 4.95782e+00 8.92419e-05 9.52392e+01
1950 2.78388284e+02 2.91941e-03 4.98692e+00 8.70079e-05 1.00929e+02
1960 2.79749604e+02 2.68754e-03 5.01527e+00 9.22496e-05 1.08627e+02
1970 2.81102110e+02 2.93247e-03 5.04382e+00 8.54565e-05 9.83574e+01
1980 2.82825372e+02 3.04064e-03 5.07369e+00 9.81070e-05 8.93982e+01
1990 2.85388568e+02 2.91544e-03 5.10319e+00 8.77775e-05 9.09145e+01
2000 2.87603177e+02 3.20548e-03 5.13344e+00 9.32188e-05 8.79794e+01
2010 2.89268144e+02 3.21539e-03 5.16541e+00 9.76637e-05 9.62189e+01
2020 2.95763733e+02 3.16262e-03 5.19704e+00 9.68431e-05 9.15703e+01
2030 2.97783875e+02 3.20704e-03 5.22904e+00 9.16417e-05 9.18600e+01
2040 2.99540502e+02 3.21248e-03 5.26049e+00 9.31177e-05 9.51839e+01
2050 3.02751077e+02 3.27486e-03 5.29218e+00 9.89792e-05 8.91188e+01
2060 3.04953729e+02 3.18044e-03 5.32353e+00 9.49526e-05 8.92043e+01
2070 3.06812312e+02 3.31433e-03 5.35582e+00 7.99558e-05 9.38910e+01
2080 3.08591549e+02 2.98403e-03 5.38867e+00 9.53629e-05 9.96969e+01
2090 3.10342988e+02 3.42109e-03 5.42021e+00 9.99932e-05 8.83559e+01
2100 3.12705817e+02 3.27539e-03 5.45264e+00 9.28067e-05 8.80998e+01
2110 3.14355573e+02 3.04312e-03 5.48389e+00 9.16532e-05 8.91413e+01
2120 3.16093641e+02 3.10067e-03 5.51354e+00 8.42528e-05 9.35360e+01
2130 3.18050777e+02 3.27517e-03 5.54410e+00 9.98376e-05 8.87619e+01
2140 3.19867871e+02 3.29402e-03 5.57667e+00 8.45748e-05 9.79657e+01
2150 3.21447031e+02 3.17422e-03 5.60941e+00 8.70456e-05 9.35261e+01
2160 3.23116909e+02 3.14110e-03 5.64115e+00 8.18099e-05 9.05218e+01
2170 3.24649698e+02 2.99953e-03 5.67035e+00 9.80808e-05 9.58293e+01
2180 3.26203837e+02 3.06128e-03 5.70056e+00 8.02343e-05 9.71162e+01
2190 3.27729014e+02 3.15657e-03 5.73190e+00 9.55854e-05 9.76293e+01
2200 3.29234963e+02 3.27892e-03 5.76346e+00 8.16835e-05 9.66021e+01
2210 3.30767908e+02 3.09074e-03 5.79519e+00 9.16083e-05 8.96908e+01
2220 3.32301140e+02 3.26959e-03 5.82713e+00 9.35429e-05 9.60404e+01
2230 3.33858574e+02 3.31853e-03 5.85965e+00 9.73035e-05 9.49546e+01
2240 3.35402936e+02 3.36167e-03 5.89235e+00 9.23943e-05 1.00042e+02
2250 3.36948858e+02 3.03737e-03 5.92438e+00 8.20554e-05 9.32561e+01
2260 3.38556786e+02 3.36877e-03 5.95652e+00 9.64569e-05 9.38129e+01
2270 3.39906835e+02 3.05099e-03 5.98883e+00 8.91147e-05 1.00561e+02
2280 3.41268149e+02 3.10010e-03 6.02050e+00 8.54019e-05 9.99831e+01
2290 3.42667822e+02 3.16267e-03 6.05125e+00 8.10575e-05 9.66313e+01
2300 3.44085985e+02 2.99556e-03 6.08199e+00 8.04843e-05 9.72598e+01
2310 3.45461452e+02 3.14609e-03 6.11305e+00 8.46558e-05 9.42020e+01
2320 3.46877501e+02 3.20100e-03 6.14440e+00 7.98673e-05 9.68371e+01
2330 3.48270195e+02 3.36352e-03 6.17641e+00 8.43549e-05 9.56026e+01
2340 3.49625394e+02 3.11358e-03 6.20666e+00 9.68101e-05 1.01074e+02
2350 3.50961568e+02 3.26966e-03 6.23651e+00 9.88508e-05 9.07893e+01
2360 3.52299219e+02 3.16204e-03 6.26802e+00 8.45598e-05 9.81345e+01
2370 3.53624760e+02 3.26809e-03 6.29986e+00 9.19103e-05 9.31986e+01
2380 3.55043595e+02 3.13964e-03 6.33145e+00 8.66572e-05 9.05161e+01
2390 3.56464160e+02 3.20380e-03 6.36366e+00 9.09950e-05 9.40191e+01
2400 3.57839270e+02 3.25180e-03 6.39466e+00 8.30319e-05 9.23625e+01
2410 3.59231456e+02 3.14272e-03 6.42575e+00 8.73338e-05 9.22590e+01
2420 3.60673384e+02 3.18221e-03 6.45545e+00 9.76316e-05 8.91049e+01
2430 3.62001713e+02 3.38924e-03 6.48686e+00 9.81370e-05 8.41646e+01
2440 3.63318221e+02 3.17849e-03 6.52074e+00 9.26200e-05 9.68021e+01
2450 3.64831459e+02 3.31070e-03 6.55319e+00 9.35900e-05 8.97656e+01
2460 3.66201984e+02 3.38612e-03 6.58599e+00 9.78805e-05 8.50017e+01
2470 3.67595026e+02 3.41706e-03 6.61964e+00 8.82681e-05 8.90111e+01
2480 3.68982688e+02 3.22222e-03 6.65237e+00 8.39890e-05 8.66726e+01
2490 3.70348843e+02 3.20089e-03 6.68558e+00 9.96292e-05 8.30026e+01
2500 3.71675687e+02 3.20002e-03 6.71824e+00 9.66258e-05 8.19431e+01
2510 3.73079403e+02 3.56638e-03 6.75286e+00 8.65380e-05 8.18913e+01
2520 3.74468674e+02 3.07005e-03 6.78612e+00 9.87408e-05 7.88107e+01
2530 3.75868011e+02 3.54277e-03 6.81984e+00 8.89072e-05 8.27277e+01
2540 3.77290564e+02 3.52139e-03 6.85397e+00 8.58113e-05 8.23768e+01
2550 3.78667245e+02 3.28882e-03 6.88848e+00 9.97742e-05 7.56190e+01
2560 3.79983251e+02 3.42697e-03 6.92171e+00 9.79448e-05 7.96780e+01
2570 3.81344396e+02 3.62958e-03 6.95740e+00 9.54786e-05 7.89426e+01
2580 3.82711266e+02 3.78424e-03 6.99420e+00 9.94265e-05 7.90698e+01
2590 3.84048265e+02 3.52683e-03 7.02974e+00 9.11002e-05 8.44668e+01
2600 3.85438299e+02 3.52068e-03 7.06567e+00 9.90377e-05 8.81841e+01
2610 3.86834035e+02 3.81930e-03 7.10096e+00 9.91288e-05 8.35845e+01
2620 3.88214700e+02 3.53061e-03 7.13849e+00 9.61059e-05 7.81077e+01
2630 3.89555812e+02 3.61271e-03 7.17412e+00 8.39651e-05 7.83053e+01
2640 3.91029924e+02 3.34256e-03 7.20942e+00 9.67643e-05 7.96618e+01
2650 3.92369643e+02 3.37450e-03 7.24070e+00 9.77663e-05 7.92360e+01
2660 3.93718743e+02 3.70375e-03 7.27642e+00 8.61658e-05 8.46796e+01
2670 3.95095493e+02 3.41356e-03 7.31179e+00 9.04041e-05 8.45031e+01
2680 3.96468619e+02 3.42694e-03 7.34610e+00 9.92789e-05 8.15168e+01
2690 3.97817219e+02 3.36082e-03 7.37941e+00 9.79067e-05 8.49646e+01
2700 3.99198425e+02 3.17311e-03 7.41218e+00 9.66165e-05 8.78895e+01
2710 4.00627867e+02 3.16792e-03 7.44322e+00 9.80165e-05 8.52531e+01
2720 4.02024443e+02 3.29759e-03 7.47611e+00 9.14738e-05 8.52574e+01
2730 4.03410921e+02 3.29541e-03 7.50853e+00 9.88542e-05 8.61956e+01
2740 4.04797805e+02 3.27721e-03 7.54201e+00 9.70082e-05 8.79369e+01
2750 4.06175418e+02 3.18355e-03 7.57283e+00 9.10154e-05 8.87731e+01
2760 4.07577336e+02 3.12899e-03 7.60519e+00 9.04206e-05 9.14309e+01
2770 4.08919428e+02 3.11171e-03 7.63612e+00 9.46020e-05 8.41946e+01
2780 4.10326566e+02 3.13458e-03 7.66811e+00 9.38602e-05 8.67439e+01
2790 4.11741222e+02 2.82354e-03 7.69757e+00 9.12521e-05 9.00935e+01
2800 4.13094439e+02 2.84501e-03 7.72810e+00 9.31672e-05 8.75203e+01
2810 4.14494779e+02 3.36274e-03 7.75899e+00 9.17189e-05 8.45828e+01
2820 4.15872482e+02 2.68193e-03 7.78946e+00 8.98207e-05 8.69947e+01
2830 4.17226765e+02 3.50504e-03 7.82073e+00 9.61582e-05 8.56325e+01
2840 4.18626142e+02 3.21977e-03 7.85339e+00 9.99893e-05 8.25745e+01
2850 4.20010610e+02 3.29624e-03 7.88625e+00 9.70100e-05 7.89820e+01
2860 4.21377097e+02 3.49060e-03 7.92080e+00 9.71272e-05 8.25308e+01
2870 4.22732178e+02 3.49650e-03 7.95638e+00 9.58516e-05 8.39142e+01
2880 4.24089695e+02 3.73795e-03 7.99215e+00 9.46757e-05 8.13575e+01
2890 4.25521417e+02 3.49649e-03 8.02868e+00 8.23083e-05 8.25538e+01
2900 4.26868966e+02 3.55195e-03 8.06419e+00 9.90092e-05 8.00039e+01
2910 4.28243038e+02 3.73758e-03 8.10099e+00 8.13836e-05 8.44323e+01
2920 4.29631891e+02 3.51014e-03 8.13747e+00 9.06085e-05 8.42886e+01
2930 4.31015831e+02 3.68553e-03 8.17261e+00 9.09263e-05 7.99636e+01
2940 4.32399055e+02 3.54888e-03 8.20845e+00 9.43093e-05 8.92044e+01
2950 4.33781231e+02 3.52207e-03 8.24470e+00 9.19044e-05 8.18302e+01
2960 4.35169585e+02 3.53308e-03 8.28109e+00 8.93191e-05 8.51862e+01
2970 4.36558334e+02 3.45338e-03 8.31607e+00 8.51608e-05 8.40158e+01
2980 4.37960838e+02 3.48927e-03 8.35214e+00 8.13193e-05 8.39554e+01
2990 4.39349634e+02 3.81136e-03 8.38728e+00 8.22411e-05 8.14866e+01
3000 4.40696936e+02 3.57283e-03 8.42460e+00 9.19553e-05 8.37476e+01
3010 4.42131182e+02 3.73759e-03 8.46134e+00 9.25523e-05 9.63344e+01
3020 4.43497073e+02 3.77085e-03 8.49807e+00 8.75229e-05 8.55150e+01
3030 4.44846407e+02 3.32302e-03 8.53336e+00 7.78569e-05 8.29611e+01
3040 4.46228677e+02 3.50467e-03 8.56873e+00 9.94183e-05 9.22452e+01
3050 4.47633345e+02 3.49770e-03 8.60290e+00 9.12280e-05 8.95889e+01
3060 4.49278373e+02 3.44413e-03 8.63800e+00 8.40706e-05 8.48695e+01
3070 4.50721120e+02 3.75471e-03 8.67375e+00 9.51725e-05 8.64735e+01
3080 4.52114442e+02 3.73815e-03 8.71042e+00 9.07138e-05 8.75595e+01
3090 4.53469466e+02 3.51075e-03 8.74597e+00 8.24564e-05 8.81232e+01
3100 4.54962256e+02 3.53310e-03 8.78181e+00 9.31380e-05 9.44758e+01
3110 4.56324003e+02 3.41621e-03 8.81649e+00 9.08929e-05 9.60572e+01
3120 4.57803657e+02 3.58108e-03 8.85163e+00 8.82576e-05 9.37894e+01
3130 4.59404281e+02 3.57689e-03 8.88708e+00 9.96213e-05 9.17514e+01
3140 4.60864238e+02 3.50084e-03 8.92123e+00 9.29572e-05 8.31556e+01
3150 4.62280329e+02 3.06640e-03 8.95338e+00 9.70613e-05 9.28933e+01
3160 4.63660308e+02 3.36278e-03 8.98507e+00 8.68032e-05 8.91969e+01
