#y y+ uavg wavg pavg
1.01934154e-02 1.41783084e+00 1.41783084e+00 -6.47487670e-04
3.24227219e-02 4.50976765e+00 4.37982375e+00 -2.07792040e-03
5.86118499e-02 8.15248719e+00 7.29480404e+00 -3.84351026e-03
8.93281151e-02 1.24248990e+01 9.59205389e+00 -5.95870127e-03
1.25165269e-01 1.74095896e+01 1.11859402e+01 -7.03100342e-03
1.66721749e-01 2.31897974e+01 1.23060676e+01 -6.41190370e-03
2.14569702e-01 2.98451039e+01 1.31349542e+01 -5.01563278e-03
2.69214103e-01 3.74457473e+01 1.37764772e+01 -2.74660200e-03
3.31042545e-01 4.60456395e+01 1.42919213e+01 -1.11723006e-03
4.00268210e-01 5.56744320e+01 1.47220118e+01 1.91223655e-05
4.76870913e-01 6.63293176e+01 1.50926582e+01 4.56242044e-05
5.60543712e-01 7.79676027e+01 1.54040150e+01 -1.41765003e-03
6.50654473e-01 9.05013621e+01 1.56661899e+01 -4.76312497e-03
7.46232296e-01 1.03795551e+02 1.58708274e+01 -8.59400156e-03
8.45986830e-01 1.17670689e+02 1.60160873e+01 -1.19038192e-02
9.48364092e-01 1.31910631e+02 1.60959536e+01 -1.42988409e-02
1.05163591e+00 1.46274999e+02 1.60976151e+01 -1.48087695e-02
1.15401317e+00 1.60514940e+02 1.60226596e+01 -1.46765743e-02
1.25376770e+00 1.74390079e+02 1.58741747e+01 -1.29175484e-02
1.34934553e+00 1.87684268e+02 1.56675767e+01 -7.52096752e-03
1.43945629e+00 2.00218027e+02 1.54093553e+01 -4.54586889e-03
1.52312909e+00 2.11856312e+02 1.51027923e+01 -6.74061072e-03
1.59973179e+00 2.22511198e+02 1.47394366e+01 -7.23618699e-03
1.66895745e+00 2.32139990e+02 1.43058478e+01 -5.46433587e-03
1.73078590e+00 2.40739882e+02 1.37797384e+01 -2.99606426e-03
1.78543030e+00 2.48340526e+02 1.31271475e+01 -1.32637793e-04
1.83327825e+00 2.54995832e+02 1.22897083e+01 3.48090043e-03
1.87483473e+00 2.60776040e+02 1.11604783e+01 5.55945253e-03
1.91067188e+00 2.65760731e+02 9.55916251e+00 5.43999622e-03
1.94138815e+00 2.70033142e+02 7.26105041e+00 4.01166949e-03
1.96757728e+00 2.73675862e+02 4.35559531e+00 2.26811220e-03
1.98980658e+00 2.76767799e+02 1.40967519e+00 7.07193504e-04
