#y y+ R_uu R_vv R_ww R_uv R_uw R_vw
2.54223661e-01 4.71962622e+01 4.34549083e+00 4.92429622e-01 9.17127383e-01 -6.75288325e-01 3.54571605e-04 -1.59381464e-04
2.83302463e-01 5.25947004e+01 3.89947398e+00 5.12528926e-01 8.95235011e-01 -6.56867804e-01 3.56045901e-04 -1.35737388e-04
3.14202651e-01 5.83312766e+01 3.51166971e+00 5.22880278e-01 8.65162738e-01 -6.34429510e-01 5.09759268e-04 -1.20016822e-04
3.46952292e-01 6.44112010e+01 3.17849097e+00 5.24212872e-01 8.27390649e-01 -6.08646890e-01 6.99960776e-04 -9.28962387e-05
3.81565737e-01 7.08371378e+01 2.89670269e+00 5.17644475e-01 7.82622142e-01 -5.79920550e-01 7.09366465e-04 -5.21790308e-05
4.18041760e-01 7.76088598e+01 2.66264061e+00 5.04679663e-01 7.32121004e-01 -5.48492741e-01 4.23391319e-04 -2.81673574e-05
4.56361820e-01 8.47229246e+01 2.47519457e+00 4.86733273e-01 6.77872907e-01 -5.14683037e-01 3.29890736e-04 -2.37288161e-05
4.96488500e-01 9.21723858e+01 2.33460895e+00 4.65153871e-01 6.21872171e-01 -4.78657661e-01 6.76344374e-04 -3.31467902e-05
5.38364227e-01 9.99465552e+01 2.24173623e+00 4.41057113e-01 5.66032421e-01 -4.40523803e-01 9.84701760e-04 -3.43012513e-05
5.81910346e-01 1.08030830e+02 2.19634551e+00 4.15486935e-01 5.12054832e-01 -4.00445135e-01 8.09803121e-04 -2.51149756e-05
6.27026624e-01 1.16406603e+02 2.19725676e+00 3.89311198e-01 4.61486544e-01 -3.58499799e-01 2.66996061e-04 -7.47500580e-06
6.73591267e-01 1.25051263e+02 2.24072882e+00 3.63370875e-01 4.15552541e-01 -3.14779567e-01 -9.60722872e-05 -4.82558148e-06
7.21461485e-01 1.33938302e+02 2.32027242e+00 3.38520577e-01 3.75271221e-01 -2.69421815e-01 -2.29190308e-04 1.17201904e-06
7.70474666e-01 1.43037529e+02 2.42480208e+00 3.15708199e-01 3.41540978e-01 -2.22461476e-01 -4.85685234e-04 3.05941375e-05
8.20450130e-01 1.52315403e+02 2.53830491e+00 2.95998866e-01 3.14765804e-01 -1.74094180e-01 -1.00978461e-03 8.07397465e-05
8.71191484e-01 1.61735463e+02 2.64417365e+00 2.80433864e-01 2.94981807e-01 -1.24652069e-01 -1.82040886e-03 1.42197151e-04
9.22489492e-01 1.71258866e+02 2.72490588e+00 2.69855666e-01 2.81992738e-01 -7.43665025e-02 -2.42495130e-03 1.91461510e-04
9.74125400e-01 1.80844999e+02 2.76722606e+00 2.64623050e-01 2.75607582e-01 -2.37578068e-02 -2.69406265e-03 1.91442989e-04
1.02587460e+00 1.90452164e+02 2.76539827e+00 2.64682925e-01 2.75779990e-01 2.69222514e-02 -2.94736937e-03 1.74231952e-04
1.07751051e+00 2.00038298e+02 2.72107604e+00 2.70032709e-01 2.82534583e-01 7.75833839e-02 -3.03837477e-03 1.55941650e-04
1.12880852e+00 2.09561700e+02 2.64045944e+00 2.80687588e-01 2.95936777e-01 1.27845395e-01 -2.81221062e-03 1.26504096e-04
1.17954987e+00 2.18981760e+02 2.53468048e+00 2.96428760e-01 3.16047536e-01 1.77301718e-01 -2.60761770e-03 8.92758632e-05
1.22952533e+00 2.28259634e+02 2.42028108e+00 3.16420730e-01 3.42988416e-01 2.25590364e-01 -2.57796159e-03 5.12756922e-05
1.27853851e+00 2.37358862e+02 2.31629569e+00 3.39436260e-01 3.76824492e-01 2.72473409e-01 -2.51409384e-03 6.58937880e-07
1.32640873e+00 2.46245900e+02 2.23821282e+00 3.64351030e-01 4.17090488e-01 3.17813823e-01 -2.26639872e-03 -5.46296090e-05
1.37297338e+00 2.54890560e+02 2.19709618e+00 3.90191019e-01 4.62923397e-01 3.61413165e-01 -1.91368038e-03 -1.09525765e-04
1.41808965e+00 2.63266333e+02 2.20006618e+00 4.16089295e-01 5.13326393e-01 4.03233664e-01 -1.68050738e-03 -1.62735538e-04
1.46163577e+00 2.71350608e+02 2.24895109e+00 4.41362049e-01 5.67041078e-01 4.43218616e-01 -1.47553362e-03 -1.99606462e-04
1.50351150e+00 2.79124778e+02 2.34408547e+00 4.65281945e-01 6.22616127e-01 4.81210546e-01 -1.38975422e-03 -2.10035600e-04
1.54363818e+00 2.86574239e+02 2.48539164e+00 4.86867710e-01 6.78456364e-01 5.17143476e-01 -1.50512862e-03 -2.21096423e-04
1.58195824e+00 2.93688304e+02 2.67262352e+00 5.04910126e-01 7.32899462e-01 5.50863828e-01 -1.62514913e-03 -2.20355421e-04
1.61843426e+00 3.00460026e+02 2.90641234e+00 5.18033576e-01 7.83758002e-01 5.82141566e-01 -1.48927771e-03 -2.05660019e-04
1.65304771e+00 3.06885962e+02 3.18849728e+00 5.24683509e-01 8.29086239e-01 6.10742523e-01 -1.32111218e-03 -1.84208904e-04
1.68579735e+00 3.12965887e+02 3.52198220e+00 5.23384033e-01 8.67522191e-01 6.36381405e-01 -1.50741451e-03 -1.47207957e-04
1.71669754e+00 3.18702463e+02 3.91069218e+00 5.12960698e-01 8.98171520e-01 6.58638508e-01 -2.14792080e-03 -1.52567903e-04
1.74577634e+00 3.24100901e+02 4.35932330e+00 4.92691883e-01 9.20497967e-01 6.77003011e-01 -3.02379108e-03 -1.82566938e-04
1.77307363e+00 3.29168605e+02 4.86893588e+00 4.62529867e-01 9.34027559e-01 6.90778600e-01 -3.70066351e-03 -2.12777209e-04
1.79863923e+00 3.33914823e+02 5.43747720e+00 4.23108500e-01 9.38337601e-01 6.98922892e-01 -3.96287015e-03 -2.39433324e-04
1.82253105e+00 3.38350305e+02 6.05936428e+00 3.75809197e-01 9.32563875e-01 7.00071113e-01 -3.65665538e-03 -2.47305026e-04
1.84481341e+00 3.42486993e+02 6.72078417e+00 3.22690755e-01 9.14974572e-01 6.92387207e-01 -3.00941542e-03 -2.24145139e-04
1.86555541e+00 3.46337716e+02 7.39188017e+00 2.66386632e-01 8.83352490e-01 6.73265271e-01 -2.36748546e-03 -1.70793118e-04
1.88482953e+00 3.49915930e+02 8.01548647e+00 2.09861795e-01 8.35519610e-01 6.39067021e-01 -1.89622958e-03 -1.09686319e-04
1.90271035e+00 3.53235478e+02 8.49047020e+00 1.56122573e-01 7.70413139e-01 5.85187553e-01 -1.46045290e-03 -5.74281399e-05
1.91927338e+00 3.56310380e+02 8.65019301e+00 1.08008023e-01 6.88769130e-01 5.06996910e-01 -1.05326343e-03 -1.39051289e-05
1.93459415e+00 3.59154660e+02 8.25958512e+00 6.79271382e-02 5.93082294e-01 4.02726618e-01 -7.00516770e-04 1.03181738e-05
1.94874739e+00 3.61782188e+02 7.09489747e+00 3.74922777e-02 4.86231262e-01 2.79246596e-01 -3.50689980e-04 1.65054939e-05
1.96180633e+00 3.64206563e+02 5.15603234e+00 1.70674349e-02 3.69228034e-01 1.56196506e-01 -5.07793979e-05 9.88273075e-06
1.97384222e+00 3.66441009e+02 2.88650384e+00 5.71315468e-03 2.42439290e-01 6.15321056e-02 8.18735578e-05 2.57875725e-07
1.98492386e+00 3.68498299e+02 1.03929861e+00 1.17039759e-03 1.14808142e-01 1.33044824e-02 6.64072563e-05 -1.88550719e-06
1.99511727e+00 3.70390692e+02 1.13857562e-01 8.44701666e-05 1.97776499e-02 7.90227913e-04 1.36830616e-05 -2.44440928e-07
