#y y+ uavg wavg pavg
4.88272883e-03 9.00209567e-01 9.00209567e-01 8.23874368e-04
1.50761442e-02 2.77952959e+00 2.69461314e+00 2.45837173e-03
2.61577753e-02 4.82260647e+00 4.55272200e+00 4.13016877e-03
3.81936665e-02 7.04161651e+00 6.35970869e+00 5.83032678e-03
5.12526145e-02 9.44924355e+00 7.99613964e+00 7.70685702e-03
6.54058514e-02 1.20586203e+01 9.39451131e+00 9.96013659e-03
8.07266232e-02 1.48832510e+01 1.05506251e+01 1.26804525e-02
9.72896514e-02 1.79369115e+01 1.14963879e+01 1.57744136e-02
1.15170465e-01 2.12335270e+01 1.22737406e+01 1.89433912e-02
1.34444591e-01 2.47870220e+01 1.29201157e+01 2.17518810e-02
1.55186592e-01 2.86111434e+01 1.34650846e+01 2.38067091e-02
1.77468946e-01 3.27192536e+01 1.39307274e+01 2.49754789e-02
2.01360767e-01 3.71240951e+01 1.43337185e+01 2.53135515e-02
2.26926366e-01 4.18375243e+01 1.46872930e+01 2.47998932e-02
2.54223661e-01 4.68702196e+01 1.50021371e+01 2.35873477e-02
2.83302463e-01 5.22313642e+01 1.52860319e+01 2.20770380e-02
3.14202651e-01 5.79283107e+01 1.55447190e+01 2.06010123e-02
3.46952292e-01 6.39662336e+01 1.57824224e+01 1.93764472e-02
3.81565737e-01 7.03477786e+01 1.60022493e+01 1.80921927e-02
4.18041760e-01 7.70727200e+01 1.62069208e+01 1.65092068e-02
4.56361820e-01 8.41376391e+01 1.63975684e+01 1.47684701e-02
4.96488500e-01 9.15356378e+01 1.65748657e+01 1.31373479e-02
5.38364227e-01 9.92561014e+01 1.67392643e+01 1.18401560e-02
5.81910346e-01 1.07284529e+02 1.68914362e+01 1.08432712e-02
6.27026624e-01 1.15602440e+02 1.70313786e+01 9.94938051e-03
6.73591267e-01 1.24187380e+02 1.71588114e+01 9.65121191e-03
7.21461485e-01 1.33013025e+02 1.72720299e+01 1.00743136e-02
7.70474666e-01 1.42049393e+02 1.73690952e+01 1.07513277e-02
8.20450130e-01 1.51263173e+02 1.74479859e+01 1.09311970e-02
8.71191484e-01 1.60618158e+02 1.75083148e+01 1.05281233e-02
9.22489492e-01 1.70075770e+02 1.75485589e+01 9.77504656e-03
9.74125400e-01 1.79595680e+02 1.75692196e+01 8.42971029e-03
1.02587460e+00 1.89136477e+02 1.75682748e+01 6.51785111e-03
1.07751051e+00 1.98656387e+02 1.75475105e+01 4.02047596e-03
1.12880852e+00 2.08114000e+02 1.75046474e+01 1.36489641e-03
1.17954987e+00 2.17468984e+02 1.74432260e+01 -1.66873519e-03
1.22952533e+00 2.26682764e+02 1.73613839e+01 -4.77045780e-03
1.27853851e+00 2.35719132e+02 1.72628043e+01 -7.46465340e-03
1.32640873e+00 2.44544777e+02 1.71475419e+01 -9.42674414e-03
1.37297338e+00 2.53129717e+02 1.70199110e+01 -1.04982941e-02
1.41808965e+00 2.61447629e+02 1.68770482e+01 -1.06439734e-02
1.46163577e+00 2.69476056e+02 1.67243362e+01 -9.92444972e-03
1.50351150e+00 2.77196519e+02 1.65566474e+01 -8.36288491e-03
1.54363818e+00 2.84594518e+02 1.63802520e+01 -6.33158027e-03
1.58195824e+00 2.91659437e+02 1.61904400e+01 -4.54396436e-03
1.61843426e+00 2.98384379e+02 1.60132882e+01 -3.32853127e-03
1.65304771e+00 3.04765924e+02 1.54769269e+01 -3.02712226e-03
1.68579735e+00 3.10803846e+02 1.55451469e+01 -2.93025608e-03
1.71669754e+00 3.16500793e+02 1.52673497e+01 -3.15200667e-03
1.74577634e+00 3.21861938e+02 1.49898448e+01 -3.72431776e-03
1.77307363e+00 3.26894633e+02 1.46755403e+01 -4.75811802e-03
1.79863923e+00 3.31608062e+02 1.43262816e+01 -6.33252956e-03
1.82253105e+00 3.36012904e+02 1.39253253e+01 -8.10933020e-03
1.84481341e+00 3.40121014e+02 1.34653705e+01 -9.78495350e-03
1.86555541e+00 3.43945135e+02 1.29273147e+01 -1.11258550e-02
1.88482953e+00 3.47498630e+02 1.22902782e+01 -1.19250951e-02
1.90271035e+00 3.50795246e+02 1.15231238e+01 -1.19717313e-02
1.91927338e+00 3.53848906e+02 1.05875199e+01 -1.12494147e-02
1.93459415e+00 3.56673537e+02 9.43887694e+00 -9.96408627e-03
1.94874739e+00 3.59282914e+02 8.04162995e+00 -8.33162451e-03
1.96180633e+00 3.61690541e+02 6.39592045e+00 -6.48837166e-03
1.97384222e+00 3.63909551e+02 4.56840203e+00 -4.55818337e-03
1.98492386e+00 3.65952628e+02 2.68292703e+00 -2.65213284e-03
1.99511727e+00 3.67831948e+02 8.86907729e-01 -8.43226123e-04
