#y y+ R_uu R_vv R_ww R_uv R_uw R_vw
5.38364227e-01 9.98938364e+01 1.57168466e+00 4.80762219e-01 6.16935470e-01 -4.38338930e-01 1.04255046e-03 -2.69204127e-05
5.81910346e-01 1.07973847e+02 1.40388391e+00 4.49308415e-01 5.59178189e-01 -3.97125797e-01 1.03288260e-03 -9.73816173e-05
6.27026624e-01 1.16345202e+02 1.24851888e+00 4.16826873e-01 5.02853619e-01 -3.54191079e-01 8.25661253e-04 -1.08727384e-04
6.73591267e-01 1.24985303e+02 1.10625128e+00 3.84455244e-01 4.49310036e-01 -3.09736365e-01 4.38843451e-04 -8.17362550e-05
7.21461485e-01 1.33867653e+02 9.78133438e-01 3.53326379e-01 4.00226014e-01 -2.64025809e-01 3.77203437e-04 -7.41313163e-05
7.70474666e-01 1.42962081e+02 8.64768241e-01 3.24735920e-01 3.57011139e-01 -2.17135131e-01 6.31377877e-04 -8.74230535e-05
8.20450130e-01 1.52235061e+02 7.68069091e-01 3.00120361e-01 3.20803542e-01 -1.69302702e-01 6.03135160e-04 -7.79710391e-05
8.71191484e-01 1.61650153e+02 6.91311040e-01 2.80638051e-01 2.92808632e-01 -1.20834342e-01 5.41254824e-04 -6.99196895e-05
9.22489492e-01 1.71168532e+02 6.37717088e-01 2.67189101e-01 2.74126784e-01 -7.19036966e-02 5.94623642e-04 -6.56553725e-05
9.74125400e-01 1.80749609e+02 6.10211326e-01 2.60337855e-01 2.65147430e-01 -2.26537841e-02 6.48393082e-04 -3.52991850e-05
1.02587460e+00 1.90351707e+02 6.11131421e-01 2.60408038e-01 2.65514375e-01 2.67052575e-02 7.74060587e-04 -3.22768842e-05
1.07751051e+00 1.99932783e+02 6.40688297e-01 2.67473554e-01 2.75103813e-01 7.59789906e-02 8.87025667e-04 -5.77274099e-05
1.12880852e+00 2.09451163e+02 6.97206238e-01 2.81254964e-01 2.94053717e-01 1.24936464e-01 7.66886157e-04 -1.01852263e-04
1.17954987e+00 2.18866254e+02 7.77662605e-01 3.01057968e-01 3.22123466e-01 1.73404088e-01 6.46055719e-04 -1.28573659e-04
1.22952533e+00 2.28139234e+02 8.78149496e-01 3.25887011e-01 3.58429605e-01 2.21178741e-01 9.84460058e-04 -1.45486581e-04
1.27853851e+00 2.37233662e+02 9.94746367e-01 3.54615758e-01 4.01716611e-01 2.68030063e-01 1.77415905e-03 -1.75650137e-04
1.32640873e+00 2.46116013e+02 1.12497540e+00 3.85977665e-01 4.50691275e-01 3.13772363e-01 2.38753174e-03 -1.84830126e-04
1.37297338e+00 2.54756113e+02 1.26733917e+00 4.18627540e-01 5.04097549e-01 3.58133096e-01 2.20870835e-03 -1.81379483e-04
1.41808965e+00 2.63127468e+02 1.42165711e+00 4.51319566e-01 5.60778011e-01 4.00967756e-01 1.48297091e-03 -2.09297100e-04
1.46163577e+00 2.71207479e+02 1.58831504e+00 4.82975795e-01 6.19606900e-01 4.42061434e-01 1.14924817e-03 -2.47747932e-04
1.50351150e+00 2.78977548e+02 1.76895775e+00 5.12589938e-01 6.78860395e-01 4.81157767e-01 1.31422205e-03 -2.79199771e-04
1.54363818e+00 2.86423080e+02 1.96584843e+00 5.39154348e-01 7.36342335e-01 5.18173067e-01 1.46301011e-03 -2.79077447e-04
1.58195824e+00 2.93533392e+02 2.18124575e+00 5.61491290e-01 7.89891662e-01 5.52887539e-01 1.57144096e-03 -2.12902372e-04
1.61843426e+00 3.00301542e+02 2.42058232e+00 5.78202202e-01 8.37986643e-01 5.85177328e-01 1.51262700e-03 -9.37284729e-05
1.65304771e+00 3.06724089e+02 2.68951248e+00 5.87860410e-01 8.80162397e-01 6.14822562e-01 1.09957341e-03 2.06330506e-05
1.68579735e+00 3.12800807e+02 2.99333249e+00 5.89121434e-01 9.16454977e-01 6.41480305e-01 1.78157978e-04 6.72263869e-05
1.71669754e+00 3.18534357e+02 3.33911630e+00 5.80714158e-01 9.46388606e-01 6.64688664e-01 -6.62779050e-04 2.40554143e-05
1.74577634e+00 3.23929948e+02 3.73433136e+00 5.61746428e-01 9.68916762e-01 6.84124558e-01 -1.03747198e-03 -5.90946829e-05
1.77307363e+00 3.28994979e+02 4.18454106e+00 5.31803963e-01 9.83463535e-01 6.99132653e-01 -9.98583014e-04 -1.23679942e-04
1.79863923e+00 3.33738693e+02 4.69326361e+00 4.91102284e-01 9.89748969e-01 7.08764038e-01 -7.41910786e-04 -1.93460445e-04
1.82253105e+00 3.38171836e+02 5.25929703e+00 4.40709516e-01 9.87141943e-01 7.11868692e-01 -6.56324483e-04 -2.79107483e-04
1.84481341e+00 3.42306341e+02 5.87285240e+00 3.82592088e-01 9.74318266e-01 7.06747632e-01 -9.28717982e-04 -3.06161356e-04
1.86555541e+00 3.46155033e+02 6.51260238e+00 3.19454144e-01 9.48915862e-01 6.90913551e-01 -1.55782415e-03 -2.66408821e-04
1.88482953e+00 3.49731360e+02 7.13462351e+00 2.54554875e-01 9.08040275e-01 6.60843291e-01 -2.06650619e-03 -1.98945563e-04
1.90271035e+00 3.53049157e+02 7.65552903e+00 1.91485344e-01 8.49298179e-01 6.11781583e-01 -2.29117308e-03 -1.39434632e-04
1.91927338e+00 3.56122437e+02 7.92901598e+00 1.33826976e-01 7.71836726e-01 5.38192964e-01 -2.36902121e-03 -7.85634635e-05
1.93459415e+00 3.58965217e+02 7.72975987e+00 8.47945851e-02 6.76720043e-01 4.36202263e-01 -2.21885130e-03 -1.16205416e-05
1.94874739e+00 3.61591359e+02 6.80232323e+00 4.68472846e-02 5.65640322e-01 3.09659153e-01 -1.70067649e-03 2.83612280e-05
1.96180633e+00 3.64014455e+02 5.06570575e+00 2.11401365e-02 4.38553608e-01 1.77592304e-01 -1.02770600e-03 2.66748772e-05
1.97384222e+00 3.66247723e+02 2.89186701e+00 6.80537872e-03 2.94400651e-01 7.12747449e-02 -4.83050763e-04 9.38742334e-06
1.98492386e+00 3.68303927e+02 1.04928251e+00 1.13865302e-03 1.42745010e-01 1.46167660e-02 -1.50246110e-04 -9.22229252e-09
1.99511727e+00 3.70195322e+02 1.14100308e-01 5.70956466e-05 2.43402850e-02 6.93626011e-04 -1.37285560e-05 -2.41744220e-07
