#y y+ R_uu R_vv R_ww R_uv R_uw R_vw
4.18041760e-01 7.77566485e+01 3.05095945e+00 5.09912908e-01 7.49160441e-01 -5.50842998e-01 -3.16633165e-05 -2.07352703e-04
4.56361820e-01 8.48842604e+01 2.94148132e+00 4.98179924e-01 7.00773425e-01 -5.17027158e-01 -4.77438996e-05 -2.24313222e-04
4.96488500e-01 9.23479075e+01 2.90420207e+00 4.83774944e-01 6.51030033e-01 -4.80711165e-01 3.34799839e-05 -2.25516220e-04
5.38364227e-01 1.00136881e+02 2.94184998e+00 4.67877006e-01 6.01563570e-01 -4.42073765e-01 6.33877949e-05 -2.07446286e-04
5.81910346e-01 1.08236551e+02 3.05631534e+00 4.51399163e-01 5.54009525e-01 -4.01191488e-01 -1.25696050e-05 -1.62558641e-04
6.27026624e-01 1.16628274e+02 3.24452384e+00 4.35000686e-01 5.10107581e-01 -3.58172285e-01 -2.77125366e-04 -1.20887967e-04
6.73591267e-01 1.25289395e+02 3.49835968e+00 4.19206690e-01 4.70950693e-01 -3.13250757e-01 -8.31298352e-04 -6.86153616e-05
7.21461485e-01 1.34193357e+02 3.80287299e+00 4.04337386e-01 4.37273678e-01 -2.66781184e-01 -1.49770573e-03 -6.13781665e-05
7.70474666e-01 1.43309912e+02 4.13008746e+00 3.91027631e-01 4.09778680e-01 -2.19013065e-01 -2.24078752e-03 -7.20955994e-05
8.20450130e-01 1.52605454e+02 4.44626916e+00 3.79914442e-01 3.88603214e-01 -1.70500385e-01 -2.42813971e-03 -7.78854051e-05
8.71191484e-01 1.62043452e+02 4.71835553e+00 3.71303458e-01 3.73449469e-01 -1.21943168e-01 -2.38487540e-03 -7.14785016e-05
9.22489492e-01 1.71584990e+02 4.91909018e+00 3.65106641e-01 3.63729982e-01 -7.35846596e-02 -2.40358292e-03 -4.78157062e-05
9.74125400e-01 1.81189378e+02 5.02042282e+00 3.61677625e-01 3.58851451e-01 -2.54341177e-02 -2.67264681e-03 -4.81149850e-05
1.02587460e+00 1.90814838e+02 5.00630776e+00 3.61639970e-01 3.58620413e-01 2.28626932e-02 -3.00832721e-03 -4.98137598e-05
1.07751051e+00 2.00419226e+02 4.87805405e+00 3.64994292e-01 3.63128514e-01 7.13961463e-02 -3.67206231e-03 -5.93450700e-05
1.12880852e+00 2.09960763e+02 4.65285969e+00 3.71531965e-01 3.72856385e-01 1.20290360e-01 -4.14061346e-03 -7.32877098e-05
1.17954987e+00 2.19398762e+02 4.35920670e+00 3.80659711e-01 3.88390626e-01 1.69314279e-01 -4.28993531e-03 -8.68185843e-05
1.22952533e+00 2.28694304e+02 4.03082466e+00 3.91869023e-01 4.09950735e-01 2.17990810e-01 -4.18105699e-03 -9.71498219e-05
1.27853851e+00 2.37810859e+02 3.70406298e+00 4.04695392e-01 4.37659677e-01 2.65999014e-01 -4.06389592e-03 -1.14418679e-04
1.32640873e+00 2.46714820e+02 3.41130400e+00 4.18845937e-01 4.71783270e-01 3.12732966e-01 -3.91270306e-03 -1.16208500e-04
1.37297338e+00 2.55375942e+02 3.17318006e+00 4.34190165e-01 5.12002020e-01 3.57680038e-01 -3.91969894e-03 -1.22603060e-04
1.41808965e+00 2.63767665e+02 3.00139810e+00 4.50530006e-01 5.57076199e-01 4.00605611e-01 -3.96464942e-03 -1.23119094e-04
1.46163577e+00 2.71867335e+02 2.90196360e+00 4.67265713e-01 6.05393747e-01 4.41307531e-01 -3.62779472e-03 -1.27016160e-04
1.50351150e+00 2.79656308e+02 2.87628782e+00 4.83548290e-01 6.55415541e-01 4.79780845e-01 -3.00615675e-03 -1.18204983e-04
1.54363818e+00 2.87119955e+02 2.92340414e+00 4.98319477e-01 7.05656158e-01 5.15937284e-01 -2.23912344e-03 -1.33730754e-04
1.58195824e+00 2.94247567e+02 3.04088295e+00 5.10307596e-01 7.54492176e-01 5.49695000e-01 -1.44433762e-03 -1.60858140e-04
1.61843426e+00 3.01032184e+02 3.22539876e+00 5.18074870e-01 7.99956068e-01 5.80937334e-01 -7.93491615e-04 -1.85446054e-04
1.65304771e+00 3.07470358e+02 3.47458182e+00 5.20105060e-01 8.40597896e-01 6.09433242e-01 -2.23874711e-04 -2.25460103e-04
1.68579735e+00 3.13561860e+02 3.78894624e+00 5.14892797e-01 8.75298997e-01 6.34859868e-01 2.27204125e-04 -2.82051561e-04
1.71669754e+00 3.19309360e+02 4.17004110e+00 5.01160808e-01 9.02805910e-01 6.56757247e-01 5.51991709e-04 -3.48614573e-04
1.74577634e+00 3.24718079e+02 4.61964570e+00 4.78218072e-01 9.22135153e-01 6.74714403e-01 1.13015718e-03 -3.88968822e-04
1.77307363e+00 3.29795433e+02 5.13802277e+00 4.46084516e-01 9.32782145e-01 6.87934240e-01 2.08447649e-03 -3.68755457e-04
1.79863923e+00 3.34550689e+02 5.72145492e+00 4.05512443e-01 9.34298492e-01 6.95396854e-01 3.07231027e-03 -3.15957517e-04
1.82253105e+00 3.38994618e+02 6.36069994e+00 3.57986571e-01 9.25849922e-01 6.95699865e-01 3.85598860e-03 -2.26277114e-04
1.84481341e+00 3.43139183e+02 7.03758022e+00 3.05606145e-01 9.05895663e-01 6.86923254e-01 4.46568948e-03 -1.21257303e-04
1.86555541e+00 3.46997238e+02 7.71692831e+00 2.50912774e-01 8.72271625e-01 6.66303436e-01 4.74671382e-03 -3.71691769e-05
1.88482953e+00 3.50582266e+02 8.33468551e+00 1.96673385e-01 8.22795461e-01 6.30203236e-01 4.58905554e-03 2.40722362e-05
1.90271035e+00 3.53908136e+02 8.78178019e+00 1.45655794e-01 7.56274512e-01 5.74216281e-01 4.05606528e-03 6.02700473e-05
1.91927338e+00 3.56988894e+02 8.88476746e+00 1.00403847e-01 6.73524090e-01 4.94158401e-01 3.35398828e-03 7.50227567e-05
1.93459415e+00 3.59838590e+02 8.40951932e+00 6.30040859e-02 5.77339448e-01 3.89191040e-01 2.58557600e-03 6.78668946e-05
1.94874739e+00 3.62471121e+02 7.15101542e+00 3.47773719e-02 4.70814405e-01 2.67181057e-01 1.80394508e-03 4.37700662e-05
1.96180633e+00 3.64900113e+02 5.14324508e+00 1.58925573e-02 3.55325363e-01 1.47831814e-01 1.15982332e-03 1.93030733e-05
1.97384222e+00 3.67138814e+02 2.85430310e+00 5.39678793e-03 2.31716673e-01 5.77246618e-02 7.05905264e-04 4.56734527e-06
1.98492386e+00 3.69200021e+02 1.02298456e+00 1.15453295e-03 1.08937552e-01 1.25198957e-02 3.28268467e-04 -2.94549537e-07
1.99511727e+00 3.71096018e+02 1.12115184e-01 8.80491527e-05 1.88411135e-02 7.57986854e-04 5.14056930e-05 -7.40621638e-08
