#y y+ uavg wavg pavg
4.88272883e-03 9.07165941e-01 9.07165941e-01 1.27028461e-04
1.50761442e-02 2.80100842e+00 2.71720278e+00 3.75791105e-04
2.61577753e-02 4.85987318e+00 4.60374083e+00 6.36388399e-04
3.81936665e-02 7.09603064e+00 6.46968562e+00 9.02928658e-04
5.12526145e-02 9.52226263e+00 8.20108333e+00 1.16684024e-03
6.54058514e-02 1.21518034e+01 9.71819251e+00 1.41341815e-03
8.07266232e-02 1.49982613e+01 1.09964193e+01 1.62526611e-03
9.72896514e-02 1.80755191e+01 1.20531787e+01 1.79307122e-03
1.15170465e-01 2.13976092e+01 1.29242062e+01 1.90542858e-03
1.34444591e-01 2.49785639e+01 1.36468222e+01 1.92150400e-03
1.55186592e-01 2.88322361e+01 1.42530411e+01 1.80439561e-03
1.77468946e-01 3.29720918e+01 1.47683802e+01 1.57921006e-03
2.01360767e-01 3.74109717e+01 1.52127017e+01 1.28229195e-03
2.26926366e-01 4.21608240e+01 1.56012914e+01 9.45947382e-04
2.54223661e-01 4.72324094e+01 1.59458459e+01 6.34457189e-04
2.83302463e-01 5.26349823e+01 1.62553237e+01 3.67271030e-04
3.14202651e-01 5.83759520e+01 1.65364743e+01 1.21234364e-04
3.46952292e-01 6.44605330e+01 1.67944753e+01 -1.32401750e-04
3.81565737e-01 7.08913914e+01 1.70334650e+01 -3.95766520e-04
4.18041760e-01 7.76682998e+01 1.72563728e+01 -5.65762213e-04
4.56361820e-01 8.47878131e+01 1.74650764e+01 -5.59613813e-04
4.96488500e-01 9.22429798e+01 1.76607686e+01 -3.72282229e-04
5.38364227e-01 1.00023103e+02 1.78442677e+01 -4.12100950e-05
5.81910346e-01 1.08113570e+02 1.80159244e+01 3.33024765e-04
6.27026624e-01 1.16495758e+02 1.81753198e+01 6.03824997e-04
6.73591267e-01 1.25147039e+02 1.83214880e+01 7.21095899e-04
7.21461485e-01 1.34040884e+02 1.84530033e+01 7.73840251e-04
7.70474666e-01 1.43147080e+02 1.85679507e+01 8.46108604e-04
8.20450130e-01 1.52432060e+02 1.86640199e+01 9.14846164e-04
8.71191484e-01 1.61859335e+02 1.87388328e+01 9.42390961e-04
9.22489492e-01 1.71390032e+02 1.87902640e+01 9.83731447e-04
9.74125400e-01 1.80983507e+02 1.88165759e+01 1.10512495e-03
1.02587460e+00 1.90598030e+02 1.88165810e+01 1.28260790e-03
1.07751051e+00 2.00191505e+02 1.87902349e+01 1.45397573e-03
1.12880852e+00 2.09722202e+02 1.87386751e+01 1.56430559e-03
1.17954987e+00 2.19149477e+02 1.86638065e+01 1.63124584e-03
1.22952533e+00 2.28434457e+02 1.85680019e+01 1.63658616e-03
1.27853851e+00 2.37540653e+02 1.84537293e+01 1.49075319e-03
1.32640873e+00 2.46434498e+02 1.83230401e+01 1.16623468e-03
1.37297338e+00 2.55085778e+02 1.81775649e+01 7.68877202e-04
1.41808965e+00 2.63467966e+02 1.80185207e+01 3.16278586e-04
1.46163577e+00 2.71558433e+02 1.78468250e+01 -1.49373192e-04
1.50351150e+00 2.79338557e+02 1.76629145e+01 -4.78825110e-04
1.54363818e+00 2.86793724e+02 1.74667395e+01 -7.41121336e-04
1.58195824e+00 2.93913237e+02 1.72577241e+01 -1.06968784e-03
1.61843426e+00 3.00690145e+02 1.70345945e+01 -1.44788219e-03
1.65304771e+00 3.07121004e+02 1.67951922e+01 -1.88326352e-03
1.68579735e+00 3.13205585e+02 1.65363681e+01 -2.36054653e-03
1.71669754e+00 3.18946554e+02 1.62542189e+01 -2.69081277e-03
1.74577634e+00 3.24349127e+02 1.59435577e+01 -2.83491498e-03
1.77307363e+00 3.29420713e+02 1.55973473e+01 -2.86841128e-03
1.79863923e+00 3.34170565e+02 1.52065018e+01 -2.80824737e-03
1.82253105e+00 3.38609445e+02 1.47593436e+01 -2.65034882e-03
1.84481341e+00 3.42749301e+02 1.42406148e+01 -2.42890032e-03
1.86555541e+00 3.46602973e+02 1.36302754e+01 -2.20724761e-03
1.88482953e+00 3.50183928e+02 1.29024629e+01 -1.99613719e-03
1.90271035e+00 3.53506018e+02 1.20249580e+01 -1.79238000e-03
1.91927338e+00 3.56583275e+02 1.09605195e+01 -1.59965193e-03
1.93459415e+00 3.59429733e+02 9.67391179e+00 -1.41611629e-03
1.94874739e+00 3.62059274e+02 8.14883699e+00 -1.23116248e-03
1.96180633e+00 3.64485506e+02 6.41158026e+00 -1.01679792e-03
1.97384222e+00 3.66721664e+02 4.54337753e+00 -7.51585315e-04
1.98492386e+00 3.68780528e+02 2.65833308e+00 -4.49048633e-04
1.99511727e+00 3.70674371e+02 8.78312448e-01 -1.42948853e-04
