0	1.54475
10	1.54461
10	1.54461
20	1.54456
20	1.54456
30	1.54534
30	1.54534
40	1.54929
40	1.54929
50	1.55568
50	1.55568
60	1.55475
60	1.55475
70	1.55647
70	1.55647
80	1.55428
80	1.55428
90	1.55233
90	1.55233
100	1.55072
100	1.55072
110	1.54913
110	1.54913
120	1.5489
120	1.5489
130	1.54504
130	1.54504
140	1.54317
140	1.54317
150	1.5421
150	1.5421
160	1.54387
160	1.54387
170	1.54032
170	1.54032
180	1.53809
180	1.53809
190	1.53916
190	1.53916
200	1.53822
200	1.53822
210	1.53966
210	1.53966
220	1.54292
220	1.54292
230	1.54069
230	1.54069
240	1.54089
240	1.54089
250	1.54716
250	1.54716
260	1.54267
260	1.54267
270	1.54135
270	1.54135
280	1.54073
280	1.54073
290	1.54289
290	1.54289
300	1.54064
300	1.54064
310	1.54151
310	1.54151
320	1.54249
320	1.54249
330	1.53984
330	1.53984
340	1.53848
340	1.53848
350	1.53937
350	1.53937
360	1.53901
360	1.53901
370	1.53649
370	1.53649
380	1.53632
380	1.53632
390	1.53916
390	1.53916
400	1.53723
400	1.53723
410	1.53394
410	1.53394
420	1.53544
420	1.53544
430	1.53723
430	1.53723
440	1.53576
440	1.53576
450	1.53587
450	1.53587
460	1.53612
460	1.53612
470	1.53873
470	1.53873
480	1.53866
480	1.53866
490	1.53496
490	1.53496
500	1.53298
500	1.53298
510	1.53717
510	1.53717
520	1.53709
520	1.53709
530	1.5348
530	1.5348
540	1.53635
540	1.53635
550	1.5361
550	1.5361
560	1.53383
560	1.53383
570	1.53218
570	1.53218
580	1.52948
580	1.52948
590	1.52903
590	1.52903
600	1.52956
600	1.52956
610	1.53071
610	1.53071
620	1.53448
620	1.53448
630	1.53111
630	1.53111
640	1.53241
640	1.53241
650	1.52973
650	1.52973
660	1.53208
660	1.53208
670	1.52976
670	1.52976
680	1.53068
680	1.53068
690	1.52933
690	1.52933
700	1.52794
700	1.52794
710	1.52999
710	1.52999
720	1.53353
720	1.53353
730	1.5336
730	1.5336
740	1.53205
740	1.53205
750	1.52993
750	1.52993
760	1.52926
760	1.52926
770	1.52766
770	1.52766
780	1.5305
780	1.5305
790	1.52715
790	1.52715
800	1.52618
800	1.52618
810	1.52503
810	1.52503
820	1.52541
820	1.52541
830	1.52632
830	1.52632
840	1.52559
840	1.52559
850	1.52949
850	1.52949
860	1.52896
860	1.52896
870	1.52888
870	1.52888
880	1.52929
880	1.52929
890	1.5279
890	1.5279
900	1.52653
900	1.52653
910	1.52461
910	1.52461
920	1.52563
920	1.52563
930	1.52593
930	1.52593
940	1.52385
940	1.52385
950	1.52511
950	1.52511
960	1.52552
960	1.52552
970	1.5271
970	1.5271
980	1.52105
980	1.52105
990	1.52415
990	1.52415
1000	1.52462
1000	1.52462
1010	1.52197
1010	1.52197
1020	1.52362
1020	1.52362
1030	1.52101
1030	1.52101
1040	1.52557
1040	1.52557
1050	1.52205
1050	1.52205
1060	1.52383
1060	1.52383
1070	1.52796
1070	1.52796
1080	1.52936
1080	1.52936
1090	1.52208
1090	1.52208
1100	1.52439
1100	1.52439
1110	1.52334
1110	1.52334
1120	1.52144
1120	1.52144
1130	1.52114
1130	1.52114
1140	1.52496
1140	1.52496
1150	1.5203
1150	1.5203
1160	1.51908
1160	1.51908
1170	1.51822
1170	1.51822
1180	1.52406
1180	1.52406
1190	1.52103
1190	1.52103
1200	1.5296
1200	1.5296
1210	1.52624
1210	1.52624
1220	1.52075
1220	1.52075
1230	1.51984
1230	1.51984
1240	1.52024
1240	1.52024
1250	1.5204
1250	1.5204
1260	1.51614
1260	1.51614
1270	1.51812
1270	1.51812
1280	1.51769
1280	1.51769
1290	1.52013
1290	1.52013
1300	1.51997
1300	1.51997
1310	1.51574
1310	1.51574
1320	1.51998
1320	1.51998
1330	1.51663
1330	1.51663
1340	1.51436
1340	1.51436
1350	1.51684
1350	1.51684
1360	1.51695
1360	1.51695
1370	1.52244
1370	1.52244
1380	1.5224
1380	1.5224
1390	1.51996
1390	1.51996
1400	1.51569
1400	1.51569
1410	1.51923
1410	1.51923
1420	1.51648
1420	1.51648
1430	1.51606
1430	1.51606
1440	1.52251
1440	1.52251
1450	1.51916
1450	1.51916
1460	1.51553
1460	1.51553
1470	1.51816
1470	1.51816
1480	1.51128
1480	1.51128
1490	1.51408
1490	1.51408
1500	1.51935
1500	1.51935
1510	1.52059
1510	1.52059
1520	1.5142
1520	1.5142
1530	1.5176
1530	1.5176
1540	1.51818
1540	1.51818
1550	1.51289
1550	1.51289
1560	1.51491
1560	1.51491
1570	1.52306
1570	1.52306
1580	1.52254
1580	1.52254
1590	1.52409
1590	1.52409
1600	1.51991
1600	1.51991
1610	1.51566
1610	1.51566
1620	1.52077
1620	1.52077
1630	1.51556
1630	1.51556
1640	1.51528
1640	1.51528
1650	1.51549
1650	1.51549
1660	1.51648
1660	1.51648
1670	1.51833
1670	1.51833
1680	1.51546
1680	1.51546
1690	1.51958
1690	1.51958
1700	1.51613
1700	1.51613
1710	1.51813
1710	1.51813
1720	1.51805
1720	1.51805
1730	1.51322
1730	1.51322
1740	1.51311
1740	1.51311
1750	1.51254
1750	1.51254
1760	1.51173
1760	1.51173
1770	1.51688
1770	1.51688
1780	1.51519
1780	1.51519
1790	1.5161
1790	1.5161
1800	1.51929
1800	1.51929
1810	1.51614
1810	1.51614
1820	1.51721
1820	1.51721
1830	1.52038
1830	1.52038
1840	1.51668
1840	1.51668
1850	1.51327
1850	1.51327
1860	1.51089
1860	1.51089
1870	1.50877
1870	1.50877
1880	1.51359
1880	1.51359
1890	1.51073
1890	1.51073
1900	1.51323
1900	1.51323
1910	1.50994
1910	1.50994
1920	1.51521
1920	1.51521
1930	1.5214
1930	1.5214
1940	1.51799
1940	1.51799
1950	1.51921
1950	1.51921
1960	1.51493
1960	1.51493
1970	1.51159
1970	1.51159
1980	1.51211
1980	1.51211
1990	1.51888
1990	1.51888
2000	1.50978
2000	1.50978
2010	1.50867
2010	1.50867
2020	1.51541
2020	1.51541
2030	1.5222
2030	1.5222
2040	1.51599
2040	1.51599
2050	1.51794
2050	1.51794
2060	1.5173
2060	1.5173
2070	1.52007
2070	1.52007
2080	1.51592
2080	1.51592
2090	1.51477
2090	1.51477
2100	1.51837
2100	1.51837
2110	1.52134
2110	1.52134
2120	1.51368
2120	1.51368
2130	1.51103
2130	1.51103
2140	1.50842
2140	1.50842
2150	1.51018
2150	1.51018
2160	1.50771
2160	1.50771
2170	1.50712
2170	1.50712
2180	1.50795
2180	1.50795
2190	1.51072
2190	1.51072
2200	1.51239
2200	1.51239
2210	1.51814
2210	1.51814
2220	1.51439
2220	1.51439
2230	1.51595
2230	1.51595
2240	1.51734
2240	1.51734
2250	1.51727
2250	1.51727
2260	1.51569
2260	1.51569
2270	1.52056
2270	1.52056
2280	1.51854
2280	1.51854
2290	1.51601
2290	1.51601
2300	1.5167
2300	1.5167
2310	1.51566
2310	1.51566
2320	1.51064
2320	1.51064
2330	1.50861
2330	1.50861
2340	1.50495
2340	1.50495
2350	1.51285
2350	1.51285
2360	1.5116
2360	1.5116
2370	1.50872
2370	1.50872
2380	1.51119
2380	1.51119
2390	1.5158
2390	1.5158
2400	1.51404
2400	1.51404
2410	1.51449
2410	1.51449
2420	1.51657
2420	1.51657
2430	1.51949
2430	1.51949
2440	1.51079
2440	1.51079
2450	1.5097
2450	1.5097
2460	1.51502
2460	1.51502
2470	1.51694
2470	1.51694
2480	1.51663
2480	1.51663
2490	1.51092
2490	1.51092
2500	1.51705
2500	1.51705
2510	1.51033
2510	1.51033
2520	1.50969
2520	1.50969
2530	1.50812
2530	1.50812
2540	1.51088
2540	1.51088
2550	1.51189
2550	1.51189
2560	1.51013
2560	1.51013
2570	1.50889
2570	1.50889
2580	1.50827
2580	1.50827
2590	1.51769
2590	1.51769
2600	1.51552
2600	1.51552
2610	1.512
2610	1.512
2620	1.51598
2620	1.51598
2630	1.51312
2630	1.51312
2640	1.50875
2640	1.50875
2650	1.50848
2650	1.50848
2660	1.50874
2660	1.50874
2670	1.5073
2670	1.5073
2680	1.50858
2680	1.50858
2690	1.50706
2690	1.50706
2700	1.51159
2700	1.51159
2710	1.51127
2710	1.51127
2720	1.51238
2720	1.51238
2730	1.51206
2730	1.51206
2740	1.51362
2740	1.51362
2750	1.51556
2750	1.51556
2760	1.51403
2760	1.51403
2770	1.51299
2770	1.51299
2780	1.51331
2780	1.51331
2790	1.51222
2790	1.51222
2800	1.51553
2800	1.51553
2810	1.51564
2810	1.51564
2820	1.51
2820	1.51
2830	1.5146
2830	1.5146
2840	1.51929
2840	1.51929
2850	1.51119
2850	1.51119
2860	1.51171
2860	1.51171
2870	1.51159
2870	1.51159
2880	1.51173
2880	1.51173
2890	1.50762
2890	1.50762
2900	1.51359
2900	1.51359
2910	1.50868
2910	1.50868
2920	1.50745
2920	1.50745
2930	1.50688
2930	1.50688
2940	1.5064
2940	1.5064
2950	1.50953
2950	1.50953
2960	1.51195
2960	1.51195
2970	1.51659
2970	1.51659
2980	1.51275
2980	1.51275
2990	1.5121
2990	1.5121
3000	1.51185
3000	1.51185
3010	1.51202
3010	1.51202
3020	1.51031
3020	1.51031
3030	1.51012
3030	1.51012
3040	1.50912
3040	1.50912
3050	1.50943
3050	1.50943
