init_omega completed.
init_props completed.
randomize_u completed
init_profile_ux completed.
#  ite wclock  ts time  resSolver  max(ux) 
3020 4.50449698e+02 3.88065e-04 9.98833e-01 3.91180e-06 9.16841e+01
3030 4.51489397e+02 3.86690e-04 1.00271e+00 3.80260e-06 9.22338e+01
3040 4.52543015e+02 3.85438e-04 1.00655e+00 2.87277e-06 9.19145e+01
3050 4.53594650e+02 3.83131e-04 1.01038e+00 2.56940e-06 9.24677e+01
3060 4.54637031e+02 4.13686e-04 1.01431e+00 3.49938e-06 8.47660e+01
3070 4.55679238e+02 4.04672e-04 1.01842e+00 2.66956e-06 8.77497e+01
3080 4.56718622e+02 4.18295e-04 1.02253e+00 2.99926e-06 8.49881e+01
3090 4.57768003e+02 4.21720e-04 1.02673e+00 2.12229e-06 8.41900e+01
3100 4.58815838e+02 4.12944e-04 1.03091e+00 1.89477e-06 8.58483e+01
3110 4.59857841e+02 4.02628e-04 1.03504e+00 3.92221e-06 8.88899e+01
3120 4.60893866e+02 3.83983e-04 1.03895e+00 1.89460e-06 9.23908e+01
