init_omega completed.
init_props completed.
randomize_u completed
init_profile_ux completed.
#  ite wclock  ts time  resSolver  max(ux) 
2010 2.39353307e+02 3.50583e-04 6.77826e-01 1.47897e-05 1.00786e+02
2020 2.40370810e+02 3.45461e-04 6.81347e-01 1.49117e-05 1.02221e+02
2030 2.41453438e+02 3.49252e-04 6.84789e-01 1.16987e-05 1.00446e+02
2040 2.42968860e+02 3.51231e-04 6.88301e-01 1.29162e-05 1.00782e+02
2050 2.44730511e+02 3.53360e-04 6.91868e-01 1.49408e-05 1.00742e+02
2060 2.46576525e+02 3.54237e-04 6.95378e-01 1.21796e-05 9.95374e+01
2070 2.47930123e+02 3.37026e-04 6.98883e-01 1.14355e-05 1.05903e+02
2080 2.49069293e+02 3.25086e-04 7.02181e-01 8.13174e-06 1.09146e+02
2090 2.50145630e+02 3.36681e-04 7.05463e-01 7.66026e-06 1.04607e+02
2100 2.51222564e+02 3.57455e-04 7.08958e-01 9.34810e-06 9.91243e+01
2110 2.52729042e+02 3.59963e-04 7.12561e-01 8.89238e-06 9.88788e+01
2120 2.54238054e+02 3.58239e-04 7.16153e-01 8.31832e-06 9.90173e+01
2130 2.55611193e+02 3.61611e-04 7.19747e-01 9.09928e-06 9.79099e+01
2140 2.56748305e+02 3.58067e-04 7.23392e-01 1.04931e-05 9.94856e+01
2150 2.57887886e+02 3.54685e-04 7.26973e-01 1.12606e-05 1.00143e+02
2160 2.58931376e+02 3.51220e-04 7.30524e-01 1.14613e-05 1.01245e+02
2170 2.59945561e+02 3.46458e-04 7.34024e-01 1.13191e-05 1.02484e+02
2180 2.60962466e+02 3.50000e-04 7.37485e-01 1.01399e-05 1.00890e+02
2190 2.61974916e+02 3.70972e-04 7.41091e-01 1.11227e-05 9.52351e+01
2200 2.63022872e+02 3.69947e-04 7.44812e-01 1.12386e-05 9.59991e+01
2210 2.64098798e+02 3.65063e-04 7.48493e-01 1.13321e-05 9.71670e+01
2220 2.65323772e+02 3.74826e-04 7.52180e-01 1.18164e-05 9.48804e+01
2230 2.66411538e+02 3.69885e-04 7.55877e-01 1.11261e-05 9.56011e+01
2240 2.67641114e+02 3.86908e-04 7.59609e-01 1.24055e-05 9.13579e+01
2250 2.68733159e+02 3.72873e-04 7.63471e-01 1.29740e-05 9.44440e+01
2260 2.69751273e+02 3.68318e-04 7.67147e-01 1.11453e-05 9.52566e+01
2270 2.70777906e+02 3.78812e-04 7.70874e-01 1.18823e-05 9.37247e+01
2280 2.71804629e+02 3.84704e-04 7.74677e-01 1.23852e-05 9.19526e+01
2290 2.72879729e+02 3.82533e-04 7.78505e-01 1.24865e-05 9.32876e+01
2300 2.73937947e+02 3.51757e-04 7.82175e-01 1.10942e-05 1.01393e+02
2310 2.75153298e+02 3.51694e-04 7.85666e-01 9.79059e-06 1.00474e+02
2320 2.76864665e+02 3.74215e-04 7.89295e-01 1.10207e-05 9.42824e+01
2330 2.77883632e+02 3.81730e-04 7.93091e-01 1.10173e-05 9.24459e+01
2340 2.78905290e+02 3.78929e-04 7.96916e-01 1.11778e-05 9.33111e+01
2350 2.79922420e+02 3.80834e-04 8.00743e-01 1.16792e-05 9.35981e+01
2360 2.80935322e+02 3.90992e-04 8.04561e-01 1.09595e-05 9.05502e+01
2370 2.81951390e+02 3.88190e-04 8.08450e-01 1.05969e-05 9.09967e+01
2380 2.82966240e+02 3.90464e-04 8.12403e-01 1.08717e-05 9.15194e+01
2390 2.83992169e+02 3.64244e-04 8.16181e-01 8.21024e-06 9.75455e+01
2400 2.85052213e+02 3.68566e-04 8.19813e-01 6.84613e-06 9.53007e+01
2410 2.86262454e+02 3.70323e-04 8.23541e-01 7.48065e-06 9.57679e+01
2420 2.87977856e+02 3.71807e-04 8.27267e-01 7.58274e-06 9.53337e+01
2430 2.88995429e+02 3.84629e-04 8.31008e-01 6.61676e-06 9.10591e+01
2440 2.90011072e+02 3.89276e-04 8.34944e-01 6.70158e-06 9.18924e+01
2450 2.91040134e+02 3.73330e-04 8.38745e-01 4.97980e-06 9.52013e+01
2460 2.92162918e+02 3.85328e-04 8.42506e-01 5.17786e-06 9.14645e+01
2470 2.93257975e+02 3.94718e-04 8.46389e-01 5.80352e-06 8.91559e+01
2480 2.94614517e+02 4.01878e-04 8.50380e-01 6.90321e-06 8.81941e+01
2490 2.96325714e+02 4.13245e-04 8.54439e-01 7.08788e-06 8.65512e+01
2500 2.97576130e+02 3.97483e-04 8.58466e-01 6.02901e-06 8.91855e+01
2510 2.98703293e+02 4.17426e-04 8.62546e-01 6.02410e-06 8.59242e+01
2520 2.99737063e+02 4.02751e-04 8.66612e-01 3.32107e-06 8.79039e+01
2530 3.00871138e+02 3.93411e-04 8.70631e-01 3.23965e-06 9.07132e+01
2540 3.01917136e+02 3.89283e-04 8.74533e-01 2.53316e-06 9.15033e+01
2550 3.02969515e+02 3.83437e-04 8.78375e-01 2.26472e-06 9.23380e+01
2560 3.04008972e+02 3.96130e-04 8.82275e-01 2.66967e-06 8.91266e+01
2570 3.05053397e+02 4.20038e-04 8.86327e-01 3.56526e-06 8.49860e+01
2580 3.06070885e+02 3.95174e-04 8.90370e-01 3.52903e-06 8.92130e+01
2590 3.07103371e+02 4.04072e-04 8.94401e-01 4.08216e-06 8.85982e+01
2600 3.08196771e+02 3.84568e-04 8.98323e-01 3.93626e-06 9.21567e+01
2610 3.09248296e+02 3.57442e-04 9.02041e-01 3.67800e-06 9.96494e+01
2620 3.10309435e+02 3.68174e-04 9.05627e-01 4.36741e-06 9.55812e+01
2630 3.11388932e+02 3.79002e-04 9.09428e-01 4.74423e-06 9.35933e+01
2640 3.12473116e+02 3.61029e-04 9.13200e-01 4.56177e-06 9.96512e+01
2650 3.13504331e+02 3.26760e-04 9.16625e-01 3.64098e-06 1.09032e+02
2660 3.14604786e+02 3.25018e-04 9.19860e-01 3.69999e-06 1.08648e+02
2670 3.15878707e+02 3.57599e-04 9.23222e-01 4.67575e-06 9.76519e+01
2680 3.20936792e+02 4.09377e-04 9.27064e-01 5.55841e-06 8.57962e+01
2690 3.23090255e+02 3.82854e-04 9.31061e-01 4.56325e-06 9.31808e+01
